id,name,types,primaryType,businessStatus,pureServiceAreaBusiness,formattedAddress,location
ChIJ08MPzIj7mUcRScn8KV8J5JQ,"{'text': 'Laf Lafs Gemüse Kebab', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Herrenberger Str. 31, 72070 Tübingen, Germany","{'latitude': 48.5237439, 'longitude': 9.0477335}"
ChIJS-F3I9v7mUcR3LEzf9zMT3Q,"{'text': 'Taverne Olive', 'languageCode': 'de'}",,greek_restaurant,OPERATIONAL,,"Jakobsgasse 2, 72070 Tübingen, Germany","{'latitude': 48.521347, 'longitude': 9.0520157}"
ChIJc-huVdT6mUcR81h3AxKXJVw,"{'text': 'Gasthaus Bären', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Schmiedtorstraße 3, 72070 Tübingen, Germany","{'latitude': 48.521547, 'longitude': 9.052050999999999}"
ChIJvRZrMCv7mUcRVFhflbgx6fU,"{'text': 'China-Thai-Wok', 'languageCode': 'de'}",,asian_restaurant,OPERATIONAL,,"Herrenberger Str. 42, 72070 Tübingen, Germany","{'latitude': 48.5239894, 'longitude': 9.0453608}"
ChIJKaszZ9T6mUcR8N35L-N12yE,"{'text': 'Gaststätte X', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Kornhausstraße 6, 72070 Tübingen, Germany","{'latitude': 48.5211481, 'longitude': 9.053524}"
ChIJvXdF6ir7mUcRN0DV2i7M_6A,"{'text': 'Kapadokya Döner', 'languageCode': 'de'}",,turkish_restaurant,OPERATIONAL,,"Ammer, Max-Eyth-Straße 2, 72070 Tübingen, Germany","{'latitude': 48.5227906, 'longitude': 9.0469569}"
ChIJAX3cZNT6mUcRZt1F8PcjdsQ,"{'text': 'Cafe Im Hirsch', 'languageCode': 'en'}",,cafe,OPERATIONAL,,"Hirschgasse 9, 72070 Tübingen, Germany","{'latitude': 48.520985599999996, 'longitude': 9.0540621}"
ChIJh1I8Olz7mUcR_2HEc2I1Hdk,"{'text': 'SaiGon 1994 Restaurant', 'languageCode': 'de'}",,vietnamese_restaurant,OPERATIONAL,,"Belthlestraße 13, 72070 Tübingen, Germany","{'latitude': 48.5214709, 'longitude': 9.048493299999999}"
ChIJbxg5UNT6mUcRY_RPFW_mgjg,"{'text': 'Restaurant Krumme Brücke', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Kornhausstraße 17, 72070 Tübingen, Germany","{'latitude': 48.5210055, 'longitude': 9.052394600000001}"
ChIJm7waYdT6mUcRxPFyE982gE0,"{'text': 'Veggie', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Kornhausstraße 1, 72070 Tübingen, Germany","{'latitude': 48.521084300000005, 'longitude': 9.0537154}"
ChIJkcyzhNP6mUcRtktmko5aqu4,"{'text': 'Collegium', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Lange G. 8, 72070 Tübingen, Germany","{'latitude': 48.52095490000001, 'longitude': 9.055615699999999}"
ChIJRzFgy-PlmUcRzLsMfKylwKU,"{'text': 'Veggie Box', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Nauklerstraße 13, 72074 Tübingen, Germany","{'latitude': 48.5265341, 'longitude': 9.0607362}"
ChIJ-cNv8NL6mUcRHISbWYKIM3s,"{'text': 'café bar centrale tübingen', 'languageCode': 'de'}",,pizza_restaurant,OPERATIONAL,,"Doblerstraße 10, 72074 Tübingen, Germany","{'latitude': 48.521567399999995, 'longitude': 9.0591717}"
ChIJufklmdT6mUcRhpc9UMwZkZ0,"{'text': 'Da Bruna Ristorante e Pizzeria', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Lange G. 52, 72070 Tübingen, Germany","{'latitude': 48.522444, 'longitude': 9.054879}"
ChIJ8dHXli3lmUcRbSsbGrUNotc,"{'text': 'Saints & Scholars Tübingen', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Wilhelmstraße 44, 72074 Tübingen, Germany","{'latitude': 48.5265322, 'longitude': 9.062554}"
ChIJzSXehNP6mUcR1zxxeaopBXM,"{'text': ""Hao's Box"", 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Lange G. 1, 72070 Tübingen, Germany","{'latitude': 48.5207163, 'longitude': 9.05557}"
ChIJ_dVnFhvlmUcRfhmfBNArRdk,"{'text': 'Oggys Grill', 'languageCode': 'de'}",,fast_food_restaurant,OPERATIONAL,,"Keplerstraße 8, 72074 Tübingen, Germany","{'latitude': 48.526851799999996, 'longitude': 9.0607927}"
ChIJje5bKfDlmUcRC8fNgelZCOk,"{'text': 'Uni Kebap Tübingen', 'languageCode': 'de'}",,fast_food_restaurant,OPERATIONAL,,"Wilhelmstraße 44, 72074 Tübingen, Germany","{'latitude': 48.5267092, 'longitude': 9.0624819}"
ChIJYR6MeNP6mUcRX0PfqXYXqks,"{'text': 'Kichererbse', 'languageCode': 'de'}",,vegetarian_restaurant,OPERATIONAL,,"Metzgergasse 2, 72070 Tübingen, Germany","{'latitude': 48.521364, 'longitude': 9.0556098}"
ChIJ74HsYgD7mUcRX5dxelNMtJc,"{'text': 'short stories', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Am Lustnauer Tor 6, 72074 Tübingen, Germany","{'latitude': 48.5213773, 'longitude': 9.0571895}"
ChIJ8WhdiDT7mUcRJ77WT23aNh8,"{'text': 'Köstlich Vegan', 'languageCode': 'de'}",,vegan_restaurant,OPERATIONAL,,"Lange G. 22, 72070 Tübingen, Germany","{'latitude': 48.5216415, 'longitude': 9.0553036}"
ChIJ_TOtsC3lmUcRvMRDRc_DsYQ,"{'text': 'Ban Mai Thai Restaurant', 'languageCode': 'en'}",,thai_restaurant,OPERATIONAL,,"Keplerstraße 10, 72074 Tübingen, Germany","{'latitude': 48.5268958, 'longitude': 9.0606377}"
ChIJQ4bnEdP6mUcR3w2eH4yFf1c,"{'text': 'Salam Imbiss Tübingen', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Am Lustnauer Tor 9, 72074 Tübingen, Germany","{'latitude': 48.521837999999995, 'longitude': 9.057259}"
ChIJn5ANpsv7mUcRGS2GWvH2-qs,"{'text': '1821 Tübingen', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Wilhelmstraße 3, 72074 Tübingen, Germany","{'latitude': 48.5223034, 'longitude': 9.057802299999999}"
ChIJo_FWZ9P6mUcRs-zk6oSThbI,"{'text': 'Eiscafé San Marco Tübingen', 'languageCode': 'de'}",,ice_cream_shop,OPERATIONAL,,"Beim Nonnenhaus 14, 72070 Tübingen, Germany","{'latitude': 48.5220008, 'longitude': 9.056494899999999}"
ChIJi3I7G8PlmUcR4f3Tw7jgSA4,"{'text': 'DIDA BOX', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Nauklerstraße 31, 72074 Tübingen, Germany","{'latitude': 48.5277925, 'longitude': 9.0617018}"
ChIJq6q2ANP6mUcRtcP54mcEUFY,"{'text': 'IssWas', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Mühlstraße 18, 72074 Tübingen, Germany","{'latitude': 48.5210297, 'longitude': 9.057770999999999}"
ChIJraX0HdP6mUcRb9JGr9jEChQ,"{'text': 'Kado-Ya', 'languageCode': 'en'}",,sushi_restaurant,OPERATIONAL,,"Doblerstraße 1, 72074 Tübingen, Germany","{'latitude': 48.5218578, 'longitude': 9.058600199999999}"
ChIJr9SsptT6mUcR9NExCd4X4cg,"{'text': 'El Pecado', 'languageCode': 'en'}",,bar_and_grill,OPERATIONAL,,"Am Stadtgraben 25, 72070 Tübingen, Germany","{'latitude': 48.5229625, 'longitude': 9.055170799999999}"
ChIJg0VvmC3lmUcRIg_4wHp7_as,"{'text': 'Uni-Café-Ristorante Unckel', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Wilhelmstraße 17, 72074 Tübingen, Germany","{'latitude': 48.526329, 'longitude': 9.0616302}"
ChIJOUVdyDHlmUcR3Z4LJET3hjE,"{'text': 'Cafe Lieb Bäckerei, Konditorei', 'languageCode': 'de'}",,bakery,OPERATIONAL,,"Wilhelmstraße 74, 72074 Tübingen, Germany","{'latitude': 48.5298969, 'longitude': 9.065675599999999}"
ChIJY5aK-HzlmUcRE2DDREeXjFs,"{'text': 'Restaurant Meteora', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Weizsäckerstraße 1 Erdgeschoss, 72074 Tübingen, Germany","{'latitude': 48.529272399999996, 'longitude': 9.0657575}"
ChIJFbyBpqzlmUcRsrS4bNxZiQQ,"{'text': 'Nachbarskind', 'languageCode': 'en'}",,hamburger_restaurant,OPERATIONAL,,"Dorfstraße 1, 72074 Tübingen, Germany","{'latitude': 48.528076899999995, 'longitude': 9.0792101}"
ChIJ7QTcxknlmUcRG-l-4dpdfps,"{'text': 'Pizzeria Da Giovanni', 'languageCode': 'de'}",,pizza_restaurant,OPERATIONAL,,"Alberstraße 16A, 72074 Tübingen, Germany","{'latitude': 48.5286719, 'longitude': 9.0779019}"
ChIJM6uNUkjlmUcRMfZcvy5-RZQ,"{'text': 'Ristorante Basilikum', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Kreuzstraße 24, 72074 Tübingen, Germany","{'latitude': 48.5294878, 'longitude': 9.0791588}"
ChIJP0jxB6TlmUcRf1HFfU3YNGY,"{'text': 'Kohenoor - Indisches Restaurant', 'languageCode': 'en'}",,restaurant,OPERATIONAL,,"Dorfstraße 2, 72074 Tübingen, Germany","{'latitude': 48.5279123, 'longitude': 9.079476699999999}"
ChIJ3aQPnUnlmUcRzkmnkC2_IH4,"{'text': 'Lustnauer Mühle', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Aeulestraße 4, 72074 Tübingen, Germany","{'latitude': 48.527611, 'longitude': 9.0792123}"
ChIJoUYu3kzlmUcRvZlFPGwwndg,"{'text': 'Ristorante Riva', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Bismarckstraße 144, 72072 Tübingen, Germany","{'latitude': 48.522575499999995, 'longitude': 9.0838668}"
ChIJC-BPdEnlmUcRej3fAMmVk7s,"{'text': 'Restaurant Rose', 'languageCode': 'de'}",,greek_restaurant,OPERATIONAL,,"Dorfstraße 2, 72074 Tübingen, Germany","{'latitude': 48.5278838, 'longitude': 9.079558800000001}"
ChIJXVULY07lmUcR5Hc68-T4sE8,"{'text': 'Gaststätte Waldhorn', 'languageCode': 'de'}",,greek_restaurant,OPERATIONAL,,"Dorfstraße 88, 72074 Tübingen, Germany","{'latitude': 48.527046999999996, 'longitude': 9.085833599999999}"
ChIJmb0peSr7mUcRO0zCHnvboT0,"{'text': 'Samphat Thai', 'languageCode': 'de'}",,thai_restaurant,OPERATIONAL,,"Egeriapl. 3, 72074 Tübingen, Germany","{'latitude': 48.527575399999996, 'longitude': 9.088254899999999}"
ChIJEUaSPwr7mUcRAfhBvves8XM,"{'text': 'Crêpes Bretonnes', 'languageCode': 'de'}",,dessert_shop,OPERATIONAL,,"Egeriapl. 12, 72074 Tübingen, Germany","{'latitude': 48.5277594, 'longitude': 9.0880031}"
ChIJ-5bKf3XlmUcRwRfmsVBct1g,"{'text': 'Bocciabahn Tübingen - Juegos de Bochas', 'languageCode': 'en'}",,mexican_restaurant,OPERATIONAL,,"Nürtinger Str. 64, 72074 Tübingen, Germany","{'latitude': 48.5279324, 'longitude': 9.0909984}"
ChIJhXygP6rlmUcRRwcCYXLOVHg,"{'text': 'BJ’s Grill/Imbiss&Kaffe&Kiosk', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"am Baumarkt Hornbach, Vor dem Großholz 2, 72074 Tübingen, Germany","{'latitude': 48.522659, 'longitude': 9.0979853}"
ChIJb87QMvvvmUcRYdeqUzszdvw,"{'text': 'Sportheimgaststätte Kusterdingen', 'languageCode': 'de'}",,greek_restaurant,OPERATIONAL,,"Jahnstraße 26, 72127 Kusterdingen, Germany","{'latitude': 48.5259667, 'longitude': 9.1136806}"
ChIJD8cLouHvmUcRxuWsiRy5vaQ,"{'text': 'Stern Kebap', 'languageCode': 'en'}",,restaurant,OPERATIONAL,,"b. d. Linde 4, 72127 Kusterdingen, Germany","{'latitude': 48.520704099999996, 'longitude': 9.1201577}"
ChIJmeaTGqbkmUcRYlcjcAJ-MPw,"{'text': 'Gaststätte im Abseits', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Viehtorstraße 18, 72070 Tübingen, Germany","{'latitude': 48.538253999999995, 'longitude': 9.008702999999999}"
ChIJ40zo7rjkmUcRCDvZLgXSLhQ,"{'text': 'Hofgut Rosenau', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Rosenau 15, 72076 Tübingen, Germany","{'latitude': 48.5391845, 'longitude': 9.027377999999999}"
ChIJ7Xg1psXkmUcRV6_twhzPxrw,"{'text': 'mensa infopoint', 'languageCode': 'en'}",,restaurant,OPERATIONAL,,"Auf d. Morgenstelle 26, 72076 Tübingen, Germany","{'latitude': 48.535204, 'longitude': 9.0362352}"
ChIJS41IiCblmUcRPdcnWt4Nixg,"{'text': 'Max-Planck-Haus', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Max-Planck-Ring 13, 72076 Tübingen, Germany","{'latitude': 48.5375022, 'longitude': 9.0573711}"
ChIJR5q2bpTlmUcR1piHipJGNR0,"{'text': 'Faros - eine Ouzo Philosophie', 'languageCode': 'de'}",,greek_restaurant,OPERATIONAL,,"Sternwarte, Waldhäuser Str. 70, 72076 Tübingen, Germany","{'latitude': 48.537631, 'longitude': 9.055471}"
ChIJu9cZ7YvlmUcRRPS7OxAUI6k,"{'text': 'Spicetripping Foodtruck', 'languageCode': 'de'}",,indian_restaurant,OPERATIONAL,,"Maria-von-Linden-Straße 6, 72076 Tübingen, Germany","{'latitude': 48.5390041, 'longitude': 9.0558367}"
ChIJG0vPRLPlmUcRoKUqhj2hJD0,"{'text': 'Yellow Donkey - Greek Cantine', 'languageCode': 'en'}",,fast_food_restaurant,OPERATIONAL,,"Waldhäuser Str. 70/7, 72076 Tübingen, Germany","{'latitude': 48.537639899999995, 'longitude': 9.0558052}"
ChIJXfSTCkjlmUcRcqn42kwRveI,"{'text': 'Roma Pizza Service', 'languageCode': 'en'}",,meal_delivery,OPERATIONAL,,"Pfrondorfer Str. 2, 72074 Tübingen, Germany","{'latitude': 48.5319765, 'longitude': 9.079093799999999}"
ChIJ1af7iUjlmUcR8WaWMmlD4oY,"{'text': 'Café/Bistro Backstein', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Dorfackerstraße 24, 72074 Tübingen, Germany","{'latitude': 48.5309374, 'longitude': 9.0805282}"
ChIJ6aEkk_7lmUcRCLa65OvMH-M,"{'text': 'Liki Burger', 'languageCode': 'de'}",,hamburger_restaurant,OPERATIONAL,,"Bebenhäuser Str. 2, 72074 Tübingen, Germany","{'latitude': 48.531974999999996, 'longitude': 9.077784}"
ChIJX1SOPxnlmUcRTx2RPioMClc,"{'text': 'Lustnauer Imbiss', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Wilhelmstraße 150, 72074 Tübingen, Germany","{'latitude': 48.530892699999995, 'longitude': 9.0766525}"
ChIJ_VpZalvlmUcRoBsbqcaz3S4,"{'text': 'Bella Vista', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Stäudach 31, 72074 Tübingen, Germany","{'latitude': 48.534700699999995, 'longitude': 9.0932336}"
ChIJrUyJiKPkmUcRHFmBOZZcK7E,"{'text': 'Gaststätte Grüner Baum', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Am Dorfbrunnen 29, 72070 Tübingen, Germany","{'latitude': 48.5423517, 'longitude': 9.013214999999999}"
ChIJz5Y6At3kmUcR2tnooD8-CDs,"{'text': 'Bella Roma + Lieferservice', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Hartmeyerstraße 11, 72076 Tübingen, Germany","{'latitude': 48.542302, 'longitude': 9.045365}"
ChIJ7T7QTNzkmUcR9Ztys8-kztw,"{'text': 'CAFÉ KUNSTHALLE TÜBINGEN', 'languageCode': 'de'}",,cafe,OPERATIONAL,,"Philosophenweg 76, 72076 Tübingen, Germany","{'latitude': 48.541821299999995, 'longitude': 9.047535}"
ChIJJz8pQ-DkmUcRrJp3p-gAar4,"{'text': 'Landgasthaus Waldhäuser Hof', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Waldhausen 9, 72076 Tübingen, Germany","{'latitude': 48.5455902, 'longitude': 9.0541594}"
ChIJH48DT9zkmUcRKhveGoFGiyc,"{'text': 'Morra Imbiss', 'languageCode': 'en'}",,meal_takeaway,OPERATIONAL,,"Philosophenweg 79, 72076 Tübingen, Germany","{'latitude': 48.541554299999994, 'longitude': 9.046767599999999}"
ChIJbdl5MlblmUcRah5QRIPAcOE,"{'text': 'City Treff libanesischer Imbiss -Café - Bar', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Berliner Ring 20, 72076 Tübingen, Germany","{'latitude': 48.542528999999995, 'longitude': 9.0603115}"
ChIJtTclK-DkmUcRPwa7adA9-xs,"{'text': 'Sumalee Thai Imbiss', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Vogelbeerweg 4, 72076 Tübingen, Germany","{'latitude': 48.546284799999995, 'longitude': 9.0565629}"
ChIJcUF03eHkmUcRCZQIbEG1YXw,"{'text': 'Restaurant Reithaus', 'languageCode': 'en'}",,italian_restaurant,OPERATIONAL,,"Waldhäuser Str. 136, 72076 Tübingen, Germany","{'latitude': 48.5476252, 'longitude': 9.0566397}"
ChIJq0RPM-RmCUERF0gX2wQVdg4,"{'text': 'Waldgaststätte Goldersbachklause', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Beim Schlemppbrünnele 2, 72074 Tübingen, Germany","{'latitude': 48.541144499999994, 'longitude': 9.0775796}"
ChIJy30wJWLlmUcRGJ40nGv8D-0,"{'text': 'Zum Albblick - Pfrondorf', 'languageCode': 'en'}",,restaurant,OPERATIONAL,,"Steinbruchstraße 15, 72074 Tübingen, Germany","{'latitude': 48.545559, 'longitude': 9.105230599999999}"
ChIJwecUc47vmUcRBM6a6MMKtiU,"{'text': 'RAOUL RISTORANTE PIZZERIA', 'languageCode': 'en'}",,restaurant,OPERATIONAL,,"u. Höhbergstraße 24, 72074 Tübingen, Germany","{'latitude': 48.5442027, 'longitude': 9.118141099999999}"
ChIJm1H70o3vmUcR0WZwseUvxp0,"{'text': 'Wanderheim Rauhalde', 'languageCode': 'en'}",,restaurant,OPERATIONAL,,"72074 Tübingen, Germany","{'latitude': 48.5434735, 'longitude': 9.1167541}"
ChIJA_FmRxnjmUcRHn4gWdhC3LM,"{'text': 'Entringen Regenbogen Imbiss', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Herrenberger Str. 21, 72119 Ammerbuch, Germany","{'latitude': 48.554770000000005, 'longitude': 8.96513}"
ChIJw5-ZOBnjmUcRPyT8yovYOpc,"{'text': 'Restaurant & Ferienwohnung Ägäis', 'languageCode': 'de'}",,greek_restaurant,OPERATIONAL,,"Herrenberger Str. 19, 72119 Ammerbuch, Germany","{'latitude': 48.5546675, 'longitude': 8.9651588}"
ChIJRdMzCwDjmUcR2BT6lcz4jAU,"{'text': 'Biergarten Schloss Hohenentringen', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Schloss Hohenentringen, 72119 Ammerbuch, Germany","{'latitude': 48.5531082, 'longitude': 8.9862539}"
ChIJzfpylmvjmUcRIKcqixozE10,"{'text': 'Schloss Hohenentringen', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Schloss Hohenentringen, 72119 Tübingen, Germany","{'latitude': 48.553044, 'longitude': 8.986711999999999}"
ChIJu799TxbjmUcRwZMZGgSPayc,"{'text': 'Alfred Bauer GmbH', 'languageCode': 'de'}",,bar,OPERATIONAL,,"Schloss Hohenentringen, 72070 Ammerbuch, Germany","{'latitude': 48.5532676, 'longitude': 8.986003}"
ChIJO3k_Gf7kmUcRw8DOOAJfBak,"{'text': 'Landhotel Hirsch', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Schönbuchstraße 28, 72074 Tübingen, Germany","{'latitude': 48.5594834, 'longitude': 9.060719299999999}"
ChIJQ90LhXzlmUcRM2dWhyTtXAg,"{'text': 'Ginger & Fred - Café und Kultur', 'languageCode': 'de'}",,cafe,OPERATIONAL,,"Im Hofstrütle 1, 72074 Tübingen, Germany","{'latitude': 48.5521505, 'longitude': 9.1039155}"
ChIJa8lCtLP6mUcREkdw8YsXSY0,"{'text': 'Rainbow Dance Factory', 'languageCode': 'de'}",,,OPERATIONAL,,"Im Hofstrütle 1, 72074 Tübingen, Germany","{'latitude': 48.5521505, 'longitude': 9.1039155}"
ChIJ568fclxmCUER3Io5Wo4bDyc,"{'text': 'Sportheim TGV Entringen', 'languageCode': 'de'}",,italian_restaurant,OPERATIONAL,,"Auf der Langenhalde 1, 72119 Ammerbuch, Germany","{'latitude': 48.561491, 'longitude': 8.982465399999999}"
ChIJGUEaZwDjmUcRdEBXQx5TF-8,"{'text': 'Sportheim Mobil', 'languageCode': 'de'}",,meal_takeaway,OPERATIONAL,,"Auf der Langenhalde 1, 72119 Ammerbuch, Germany","{'latitude': 48.561456299999996, 'longitude': 8.983673399999999}"
ChIJOXu42gHlmUcRGqtWRyGEimY,"{'text': 'Schranners Waldhorn', 'languageCode': 'de'}",,restaurant,OPERATIONAL,,"Schönbuchstraße 49, 72074 Tübingen, Germany","{'latitude': 48.5606642, 'longitude': 9.0624758}"
